Region,Territory Level and Typology,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
    ES708: Lanzarote,,2821.37,3119.16,3254.7,3331.51,3637.7,4019.29,4251.07,4278.57,4171.37,4073.25,4281.45,4385.45,..,..
    ES709: Tenerife,Small regions (TL3) - predominantly urban,15768,17148.1,18074.3,19278.7,20811.9,23075.9,24830.5,25623.1,24351.6,24839.6,25315.1,25516.7,..,..
SWE: Sweden,Country,265200,274803,287215,308199,310006,341376,371092,386126,368872,391323,413018,417609,428622,..
  SE11: Stockholm,Large regions (TL2),75448.4,78272.8,81159.8,88790.6,90306.4,98022.5,108271,113055,114209,117826,126943,129695,135534,..
    SE110: Stockholm County,Small regions (TL3) - predominantly urban,75448.4,78272.8,81159.8,88790.6,90306.4,98022.5,108271,113055,114209,117826,126943,129695,..,..
  SE12: East Middle Sweden,Large regions (TL2),38691.9,40441.7,42029.4,44876.5,45029.5,49708.5,53861.5,55735.2,53107.1,56650.5,59901.7,60851.8,61506.2,..
    SE121: Uppsala County,Small regions (TL3) - intermediate,8699.11,9017.42,9592.94,10013.9,10240.9,11296.1,11792.8,12675.9,12242.6,12792.2,13642.6,13992,..,..
    SE122: Södermanland County,,6052.63,6245.09,6441.3,7080.6,7089.55,7707.77,8629.88,9001.14,7943.73,9015.52,9475.19,9601.22,..,..
    SE123: Östergötland County,,10773.1,11328.4,11506.4,12198.3,12320.4,13392,14863.1,15135.2,15076.3,15727.1,16525,16682,..,..
    SE124: Örebro County,,6764.76,7176.71,7609.95,8307.64,8164.41,9249.11,9812.59,9916.26,9437.42,10104.4,10791.9,11112.5,..,..
    SE125: Västmanland County,,6402.26,6675.14,6879.79,7276.08,7214.26,8063.54,8765.22,9006.62,8407.08,9010.22,9466.01,9464.11,..,..
  SE21: Småland with Islands,Large regions (TL2),20780.6,21649.6,22594,24055.8,23152.1,26176.4,28441.4,29763,26751.9,28498.1,30231.9,30293.2,31070.4,..
    SE211: Jönköping County,Small regions (TL3) - intermediate,8899.18,9221.18,9533.24,10245.5,9748.01,11032.1,12246.7,12716.5,11394.5,11881.4,12850.2,12920.7,..,..
    SE212: Kronoberg County,Small regions (TL3) - predominantly rural remote,4751.18,4915.74,5096.46,5590.89,5177.36,6109.33,6801.66,7090.87,6346.41,6890.73,7263.97,7409.31,..,..
    SE213: Kalmar County,,5839.68,6111.86,6463.81,6656.54,6677.82,7363.2,7612.7,8197.8,7299.32,7951,8210.47,8043.6,..,..
    SE214: Gotland County,,1291.54,1399.88,1500.46,1563.89,1548.95,1671.83,1780.32,1757.92,1711.67,1773.84,1907.28,1920.64,..,..
  SE22: South Sweden,Large regions (TL2),34266.5,36064.8,37267.7,39632.5,40031.3,43949.9,49839.7,49644.9,46850,49781,51614.8,52205.5,53370.7,..
    SE221: Blekinge County,Small regions (TL3) - predominantly rural remote,3772.62,4010.57,4321.28,4726.75,4730.99,5025.7,5497.14,5540.09,5082.61,5370.29,5360.77,5217.39,..,..
    SE224: Skåne County,Small regions (TL3) - intermediate,30492.9,32054.2,32947.4,34905.7,35300.3,38923.1,44342.5,44104.8,41766.2,44409.6,46254,46988.1,..,..
  SE23: West Sweden,Large regions (TL2),51541.9,52686,56585.7,59557,59792.5,66646,71575.2,75321.1,70457.3,74817.3,78835.8,78808.4,80746.6,..
    SE231: Halland County,Small regions (TL3) - intermediate,6767.73,7089.52,7667.7,7991.86,7947.66,9040.13,9447.16,10363.4,9577.98,10495.7,10815.4,10655.8,..,..
    SE232: Västra Götaland County,,44774.2,45596.5,48918,51564.1,51844.9,57605.9,62128,64957.7,60879.3,64321.6,68019.4,68153.6,..,..
  SE31: North Middle Sweden,Large regions (TL2),20511.2,21425.3,22425.6,24079.8,24098.3,26334.4,27778.2,28771.2,26595.8,28427,29367,29697.4,30076.3,..
    SE311: Värmlands County,Small regions (TL3) - intermediate,6828.15,7069.93,7311.42,7674.07,7561.66,8264.36,8699.63,9042.78,8108.11,8848,9295.68,9494.69,..,..
    SE312: Dalarna County,Small regions (TL3) - predominantly rural remote,7045.06,7278.59,7747.96,8388.85,8495.98,9294.99,9987.5,10158.5,9318.31,9893.43,10547.1,10415,..,..
    SE313: Gävleborg County,Small regions (TL3) - intermediate,6637.99,7076.79,7366.24,8016.92,8040.7,8775.09,9092.14,9569.94,9169.42,9685.61,9523.12,9787.67,..,..
  SE32: Central Norrland,Large regions (TL2),10622.6,10493.7,10697,11409.4,11503.8,12308.4,12669.4,13661.2,13187.1,14284,14346.4,14314.5,14491,..
    SE321: Västernorrland County,Small regions (TL3) - predominantly rural remote,7209.47,7155.16,7199.84,7723.19,7768.52,8248.05,8623.63,9110.73,8918.08,9354.81,9671.01,9687.05,..,..
    SE322: Jämtland County,,3413.09,3338.55,3497.15,3686.16,3735.3,4060.31,4044.77,4551.53,4269.06,4929.22,4676.4,4627.49,..,..
  SE33: Upper Norrland,Large regions (TL2),13264.1,13698,14370.3,15708,16004.2,18137.4,18559.1,20075.8,17602.7,20920.3,21649.1,21636,21716.8,..
    SE331: Västerbottens County,Small regions (TL3) - predominantly rural close to a city,6378.49,6578.16,7000.18,7685.1,7715.07,8700.67,8841.23,9248.82,8696.53,9424.79,9725.07,10019.5,..,..
    SE332: Norrbottens County,Small regions (TL3) - intermediate,6885.6,7119.89,7371.13,8022.94,8289.12,9436.69,9716.81,10827,8906.17,11495.5,11924,11616.6,..,..
CHE: Switzerland,Country,255739,264995,267255,279114,291184,324636,357994,385739,386566,401586,431627,447148,460259,..
  CH01: Lake Geneva Region,Large regions (TL2),..,..,..,..,..,..,..,69982.8,70769.7,73818.1,78895.5,81636.4,..,..
    CH011: Vaud,Small regions (TL3) - intermediate,..,..,..,..,..,..,..,29347.4,29874.7,31253.4,33855.6,34984.5,..,..
    CH012: Valais,,..,..,..,..,..,..,..,10387.1,10849.5,11246.6,11991.3,12413.8,..,..
    CH013: Genève,Small regions (TL3) - predominantly urban,..,..,..,..,..,..,..,30248.3,30045.6,31318.1,33048.6,34238.1,..,..
  CH02: Espace Mittelland,Large regions (TL2),..,..,..,..,..,..,..,79324.4,78701.7,81938.1,88292.6,91112.8,..,..
    CH021: Bern,Small regions (TL3) - intermediate,..,..,..,..,..,..,..,46637.7,46796.5,48798.7,52135.3,53707.2,..,..
    CH022: Fribourg (CH),Small regions (TL3) - predominantly rural close to a city,..,..,..,..,..,..,..,10125,10096.5,10537,11342.8,11693,..,..
    CH023: Solothurn,Small regions (TL3) - intermediate,..,..,..,..,..,..,..,10889.4,10690.7,11121.4,11916.2,12313.6,..,..
    CH024: Neuchâtel,,..,..,..,..,..,..,..,8839.66,8405.34,8672.39,9840.82,10246.2,..,..
    CH025: Jura (CH),Small regions (TL3) - predominantly rural close to a city,..,..,..,..,..,..,..,2832.72,2712.61,2808.68,3057.49,3152.87,..,..
  CH03: Northwestern Switzerland,Large regions (TL2),..,..,..,..,..,..,..,53110.4,53409,54861.9,59050.8,60681.5,..,..
    CH031: Basel-Stadt,Small regions (TL3) - predominantly urban,..,..,..,..,..,..,..,17231,17539,17954.5,19440.6,19987.1,..,..
    CH032: Basel-Landschaft,,..,..,..,..,..,..,..,11596.5,11581.7,12019.2,12801,13115.8,..,..
    CH033: Aargau,,..,..,..,..,..,..,..,24282.8,24288.3,24888.1,26809.2,27578.6,..,..
  CH04: Zurich,Large regions (TL2),..,..,..,..,..,..,..,84903.4,84932.2,86400.3,93177.2,97203.5,..,..
    CH040: Zürich,Small regions (TL3) - predominantly urban,..,..,..,..,..,..,..,84903.4,84932.2,86400.3,93177.2,97203.5,..,..
  CH05: Eastern Switzerland,Large regions (TL2),..,..,..,..,..,..,..,47417.3,47273.1,49773.1,53635.1,55496.3,..,..
    CH051: Glarus,Small regions (TL3) - intermediate,..,..,..,..,..,..,..,1648.37,1637.09,1687.28,1817.88,1868.96,..,..
    CH052: Schaffhausen,,..,..,..,..,..,..,..,4127.02,4107.3,4464.06,4787.85,4980.92,..,..
    CH053: Appenzell Ausserrhoden,,..,..,..,..,..,..,..,1830.71,1804.29,1902.86,2041.93,2115.35,..,..
    CH054: Appenzell Innerrhoden,,..,..,..,..,..,..,..,557.67,557.86,603.76,650.38,673.47,..,..
    CH055: St. Gallen,,..,..,..,..,..,..,..,21793.6,21579.2,22625.2,24340,25134.4,..,..
    CH056: Graubünden,Small regions (TL3) - predominantly rural remote,..,..,..,..,..,..,..,8088.96,8282.58,8607.44,9265.59,9645.8,..,..
    CH057: Thurgau,Small regions (TL3) - intermediate,..,..,..,..,..,..,..,9370.94,9304.8,9882.45,10731.5,11077.4,..,..
  CH06: Central Switzerland,Large regions (TL2),..,..,..,..,..,..,..,34164.9,34624.5,37298.6,39754.6,41528.7,..,..
    CH061: Lucerne,Small regions (TL3) - intermediate,..,..,..,..,..,..,..,14856.9,14871.1,16016.1,17131.3,17816.7,..,..
    CH062: Uri,,..,..,..,..,..,..,..,1125.9,1153.83,1173.05,1279.33,1322.59,..,..
    CH063: Schwyz,,..,..,..,..,..,..,..,5417.18,5613.06,5739.83,6032.05,6274.43,..,..
    CH064: Obwalden,Small regions (TL3) - predominantly rural close to a city,..,..,..,..,..,..,..,1382.24,1406.74,1515.95,1616.45,1660.33,..,..
    CH065: Nidwalden,Small regions (TL3) - intermediate,..,..,..,..,..,..,..,1522.15,1554.47,1710.93,1843.84,1924.35,..,..
    CH066: Zug,Small regions (TL3) - predominantly urban,..,..,..,..,..,..,..,9860.51,10025.2,11142.7,11851.7,12530.3,..,..
  CH07: Ticino,Large regions (TL2),..,..,..,..,..,..,..,16836.1,16856,17496.2,18820.9,19489.3,..,..
    CH070: Ticino,Small regions (TL3) - intermediate,..,..,..,..,..,..,..,16836.1,16856,17496.2,18820.9,19489.3,..,..
TUR: Turkey,Country,561408,572094,588911,688602,781243,895527,975733,1067940,1044390,1168150,1308340,1348310,1409340,1457860
  TR10: Istanbul,Large regions (TL2),129370,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR100: Istanbul,Small regions (TL3) - predominantly urban,129370,..,..,191251,214188,246266,271830,295288,..,..,..,..,..,..
  TR21: Thrace,Large regions (TL2),13672.6,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR211: Tekirdag,Small regions (TL3) - predominantly rural close to a city,5799.31,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR212: Edirne,,3601.72,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR213: Kirklareli,,4271.55,..,..,..,..,..,..,..,..,..,..,..,..,..
  TR22: Southern Marmara - West,Large regions (TL2),11812.5,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR221: Balikesir,Small regions (TL3) - intermediate,7862.94,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR222: Çanakkale,Small regions (TL3) - predominantly rural remote,3949.51,..,..,..,..,..,..,..,..,..,..,..,..,..
  TR31: Izmir,Large regions (TL2),40698.2,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR310: Izmir,Small regions (TL3) - predominantly urban,40698.2,..,..,46568.4,52099.4,59454.5,64276,69805.9,..,..,..,..,..,..
  TR32: Southern Aegean,Large regions (TL2),22357.4,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR321: Aydin,Small regions (TL3) - intermediate,7025.63,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR322: Denizli,,6626.31,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR323: Mugla,Small regions (TL3) - predominantly rural remote,8705.41,..,..,..,..,..,..,..,..,..,..,..,..,..
  TR33: Northern Aegean,Large regions (TL2),21007.4,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR331: Manisa,Small regions (TL3) - intermediate,11271.4,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR332: Afyon,Small regions (TL3) - predominantly rural close to a city,3738.24,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR333: Kütahya,,4299.9,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR334: Usak,,1700.37,..,..,..,..,..,..,..,..,..,..,..,..,..
  TR41: Eastern Marmara - South,Large regions (TL2),28154.1,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR411: Bursa,Small regions (TL3) - intermediate,19781,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR412: Eskisehir,,6538.72,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR413: Bilecik,Small regions (TL3) - predominantly rural remote,1834.35,..,..,..,..,..,..,..,..,..,..,..,..,..
  TR42: Eastern Marmara - North,Large regions (TL2),40564.3,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR421: Kocaeli,Small regions (TL3) - predominantly urban,27298.8,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR422: Sakarya,Small regions (TL3) - intermediate,5698.84,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR423: Düzce,,1316.51,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR424: Bolu,Small regions (TL3) - predominantly rural close to a city,4109.25,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR425: Yalova,Small regions (TL3) - intermediate,2138.35,..,..,..,..,..,..,..,..,..,..,..,..,..
  TR51: Ankara,Large regions (TL2),50872.2,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR510: Ankara,Small regions (TL3) - predominantly urban,50872.2,..,..,58058.4,64981,76126.8,82861.5,90957,..,..,..,..,..,..
  TR52: Central Anatolia - West and South,Large regions (TL2),14435.2,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR521: Konya,Small regions (TL3) - predominantly rural close to a city,12657.5,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR522: Karaman,,1777.67,..,..,..,..,..,..,..,..,..,..,..,..,..
  TR61: Mediterranean region - West,Large regions (TL2),18781.4,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR611: Antalya,Small regions (TL3) - intermediate,14126,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR612: Isparta,Small regions (TL3) - predominantly rural close to a city,2831.39,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR613: Burdur,Small regions (TL3) - predominantly rural remote,1824.04,..,..,..,..,..,..,..,..,..,..,..,..,..
  TR62: Mediterranean region - Middle,Large regions (TL2),31426,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR621: Adana,Small regions (TL3) - intermediate,16372.5,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR622: Mersin,,15050.9,..,..,..,..,..,..,..,..,..,..,..,..,..
  TR63: Mediterranean region - East,Large regions (TL2),15571.3,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR631: Hatay,Small regions (TL3) - intermediate,7870.67,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR632: Kahramanmaras,Small regions (TL3) - predominantly rural close to a city,5745.2,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR633: Osmaniye,Small regions (TL3) - intermediate,1958,..,..,..,..,..,..,..,..,..,..,..,..,..
  TR71: Central Anatolia - Middle,Large regions (TL2),11199.3,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR711: Kirikkale,Small regions (TL3) - intermediate,3794.94,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR712: Aksaray,Small regions (TL3) - predominantly rural close to a city,1411.84,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR713: Nigde,,2262.02,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR714: Nevsehir,,2377.96,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR715: Kirsehir,,1355.14,..,..,..,..,..,..,..,..,..,..,..,..,..
  TR72: Central Anatolia - East,Large regions (TL2),12886.8,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR721: Kayseri,Small regions (TL3) - intermediate,6966.39,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR722: Sivas,Small regions (TL3) - predominantly rural remote,3792.35,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR723: Yozgat,Small regions (TL3) - predominantly rural close to a city,2130.61,..,..,..,..,..,..,..,..,..,..,..,..,..
  TR81: Western Black Sea - West,Large regions (TL2),8543.1,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR811: Zonguldak,Small regions (TL3) - predominantly urban,6567.06,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR812: Karabük,Small regions (TL3) - intermediate,1272.72,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR813: Bartin,Small regions (TL3) - predominantly rural remote,703.35,..,..,..,..,..,..,..,..,..,..,..,..,..
  TR82: Western Black Sea - Middle and East,Large regions (TL2),4694.06,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR821: Kastamonu,Small regions (TL3) - predominantly rural close to a city,2393.41,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR822: Çankiri,,1125.86,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR823: Sinop,Small regions (TL3) - predominantly rural remote,1174.79,..,..,..,..,..,..,..,..,..,..,..,..,..
  TR83: Middle Black Sea,Large regions (TL2),17008.9,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR831: Samsun,Small regions (TL3) - intermediate,7363.14,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR832: Tokat,Small regions (TL3) - predominantly rural close to a city,4142.74,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR833: Çorum,,3591.41,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR834: Amasya,,1911.63,..,..,..,..,..,..,..,..,..,..,..,..,..
  TR90: Eastern Black Sea,Large regions (TL2),16522,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR901: Trabzon,Small regions (TL3) - intermediate,5412.86,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR902: Ordu,,3421.37,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR903: Giresun,Small regions (TL3) - predominantly rural remote,2952.47,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR904: Rize,Small regions (TL3) - intermediate,2535.1,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR905: Artvin,Small regions (TL3) - predominantly rural remote,1468.51,..,..,..,..,..,..,..,..,..,..,..,..,..
    TR906: Gümüshane,,731.67,..,..,..,..,..,..,..,..,..,..,..,..,..
  TRA1: Northeastern Anatolia - West,Large regions (TL2),5361.33,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRA11: Erzurum,Small regions (TL3) - predominantly rural close to a city,3668.7,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRA12: Erzincan,,1334.53,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRA13: Bayburt,Small regions (TL3) - predominantly rural remote,355.53,..,..,..,..,..,..,..,..,..,..,..,..,..
  TRA2: Northeastern Anatolia - East,Large regions (TL2),3065.84,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRA21: Agri,Small regions (TL3) - predominantly rural close to a city,1094.94,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRA22: Kars,,1033.1,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRA23: Igdir,,530.71,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRA24: Ardahan,Small regions (TL3) - predominantly rural remote,404.49,..,..,..,..,..,..,..,..,..,..,..,..,..
  TRB1: Eastern Anatolia - West,Large regions (TL2),9194.92,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRB11: Malatya,Small regions (TL3) - intermediate,4420.98,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRB12: Elazig,,3527,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRB13: Bingöl,Small regions (TL3) - predominantly rural close to a city,726.53,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRB14: Tunceli,,523,..,..,..,..,..,..,..,..,..,..,..,..,..
  TRB2: Eastern Anatolia - East,Large regions (TL2),5369.06,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRB21: Van,Small regions (TL3) - predominantly rural close to a city,2772.12,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRB22: Mus,,955.82,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRB23: Bitlis,,914.59,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRB24: Hakkari,,726.53,..,..,..,..,..,..,..,..,..,..,..,..,..
  TRC1: Southeastern Anatolia - West,Large regions (TL2),10454.7,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRC11: Gaziantep,Small regions (TL3) - intermediate,7615.61,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRC12: Adiyaman,Small regions (TL3) - predominantly rural close to a city,2097.12,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRC13: Kilis,Small regions (TL3) - intermediate,741.98,..,..,..,..,..,..,..,..,..,..,..,..,..
  TRC2: Southeastern Anatolia - Middle,Large regions (TL2),11918.1,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRC21: Sanliurfa,Small regions (TL3) - predominantly rural close to a city,5356.18,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRC22: Diyarbakir,Small regions (TL3) - intermediate,6561.9,..,..,..,..,..,..,..,..,..,..,..,..,..
  TRC3: Southeastern Anatolia - East,Large regions (TL2),6458.86,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRC31: Mardin,Small regions (TL3) - predominantly rural close to a city,2537.67,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRC32: Batman,Small regions (TL3) - intermediate,2032.71,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRC33: Sirnak,Small regions (TL3) - predominantly rural close to a city,832.16,..,..,..,..,..,..,..,..,..,..,..,..,..
    TRC34: Siirt,,1056.28,..,..,..,..,..,..,..,..,..,..,..,..,..
GBR: United Kingdom,Country,1695910,1779990,1860370,1985210,2085380,2241170,2294880,2333400,2259740,2254570,2312080,2381490,2452410,..
  UKC: North East England,Large regions (TL2),51841.8,55439.2,57728.1,64087.7,67204.6,72031.2,71223.8,71992.3,69169.4,68286.5,70137.1,70995.6,72953.2,..
    UKC11: Hartlepool and Stockton-on-Tees,Small regions (TL3) - predominantly urban,5841.48,6081.12,6396.2,7258.72,7607.28,8017.11,7894.17,8062.03,8017.2,7584.53,7794.61,7617.5,7860.63,..
    UKC12: South Teesside,,4970.45,5357.72,5611.07,6735.57,6712.92,7119.99,7097.5,7264.18,7022.61,6902.05,6809.86,6923.68,7096.92,..
    UKC13: Darlington,,2623.84,2799.13,3109.12,3257.32,3054.84,3449.64,3490.86,3525.54,3397.06,3748.81,3587.77,3614.32,3437.52,..
    UKC14: Durham CC,,8179.15,8500.73,9350.04,10035.3,9960.66,11272.7,11101.6,11393.2,11120.3,11048.4,10882,11049.5,11801.4,..
    UKC21: Northumberland,Small regions (TL3) - intermediate,5104.59,5692.69,5768.1,6101.07,6406.04,6922.41,6827.91,6865.25,6543.8,6351.56,6582.12,6749.42,6844.49,..
    UKC22: Tyneside,Small regions (TL3) - predominantly urban,18619,20128.4,20387.2,22808.3,24782.4,26548.7,26003.4,26443.3,24994.1,24963.6,26715,26865.4,27624,..
    UKC23: Sunderland,,6503.25,6879.34,7106.31,7891.45,8680.5,8698.85,8808.36,8437.08,8076,7687.55,7765.74,8172.56,8288.31,..
