Region,Territory Level and Typology,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
    UKJ33: Hampshire CC,,37399.1,39289.4,38984.4,41717.7,43179.8,47611.4,49240.1,50741.8,49801.7,50587.1,51325.7,53088.6,54272,..
    UKJ34: Isle of Wight,,2595.22,2672.63,2653.74,2619.29,2858.43,3300.12,3190.16,3448.82,3316.42,3309.38,3388.89,3509.44,3410.19,..
    UKJ41: Medway,,5222.63,5660.62,5668.65,5814.75,6306.08,6806.71,6363.03,6413.48,6123.78,6261.42,6094.55,6791.37,6884.69,..
    UKJ42: Kent CC,,31827.7,34378.9,35460,37601.5,40507.3,41858.4,42982.5,44851.7,42674.9,43182.9,44309,45726,47004.6,..
  UKK: South West England,Large regions (TL2),128548,134487,141945,151707,157952,167667,173637,174906,172177,172796,172724,177920,182980,..
    UKK11: City of Bristol,Small regions (TL3) - predominantly urban,14895.2,15652.7,16018.4,16827.4,17673.2,18629.5,19420.9,19823.5,19475.1,20117,19611.6,20120.8,20302,..
"    UKK12: Bath and North East Somerset, North Somerset and South Gloucestershire",,17048.7,18059.8,19944.1,21249.5,22441.3,22967.3,23708.4,24302,24133.9,24657.8,25401.5,25592.3,26821.7,..
    UKK13: Gloucestershire,Small regions (TL3) - intermediate,16091.8,16896.3,18743.7,19890.3,19305.8,20032.1,21489.5,20670.8,20157.2,20786.6,20801.7,22057,22659,..
    UKK14: Swindon,,8168.41,8058.86,8050.21,8525.94,9192.57,9546.13,10225.4,10119.7,10278.5,9783.27,9980.63,10028.1,10648.6,..
    UKK15: Wiltshire CC,,11035.5,11782.7,11885.1,12633.4,13262.8,14131.4,15190.4,15767.8,15147.3,15421.8,14784.1,15357.6,15247,..
    UKK21: Bournemouth and Poole,Small regions (TL3) - predominantly urban,8227.44,8163.98,8852.79,9006.68,9946.63,10640.8,11075.7,10970.4,11300,10892.3,11199.5,12135.4,12479.9,..
    UKK22: Dorset CC,,9019.77,9072.67,9304.68,10003.5,10620,11301.2,11614.9,12001.8,11894.8,11566.7,11741.6,11940.2,12256.4,..
    UKK23: Somerset,Small regions (TL3) - intermediate,10828,11152,11784,13054,13904.6,15042.8,15169.7,15099.5,14824.8,14563.8,14966.9,15247.9,15903,..
    UKK30: Cornwall and Isles of Scilly,,8894.57,10111.4,10735.4,11191.2,11546,12782.2,12883.3,13260,12897.8,12596.9,12264.5,13108.4,13462.3,..
    UKK41: Plymouth,,6095.46,6147.04,6370.03,6857.52,7179.39,7579.23,7828.5,7623.89,7104.93,7326.99,7719.23,8007.98,8310.82,..
    UKK42: Torbay,,2546.93,2407.14,2610.12,2992.21,2988.2,3252.06,3188.43,3111.27,2837.61,2842.59,2920.57,3012.47,3021.09,..
    UKK43: Devon CC,,15698.3,16983.7,17646.3,19473.2,19889.8,21764,21842,22159.1,22122.9,22240.1,21330.9,21311.6,21868,..
  UKL: Wales,Large regions (TL2),58212.7,61534.5,65057.7,70736.7,74075.4,79749.3,80901.4,79329.7,78155.9,76518.1,79654.2,81052.7,83719.2,..
    UKL11: Isle of Anglesey,Small regions (TL3) - predominantly rural remote,989.08,999.56,1069.52,1193,1252.1,1304.74,1320.3,1326.34,1310.44,1204,1286.27,1303.74,1281.43,..
    UKL12: Gwynedd,Small regions (TL3) - predominantly rural close to a city,2133.77,2451.69,2665.96,2758.91,2930.33,3204,3191.89,3223.79,3101.37,2886.05,3079.35,3293.23,3506.66,..
    UKL13: Conwy and Denbighshire,Small regions (TL3) - intermediate,3337.48,3616.95,3833.18,4266.51,4461.25,4613.76,4747.22,4799.03,4675.58,4529.47,4687.99,4889.01,5029.26,..
    UKL14: South West Wales,Small regions (TL3) - predominantly rural close to a city,5814.65,5819.2,6295.01,6921.14,7694.96,8227.15,8421.26,7896.66,8020.56,7964.4,8213.21,8085.43,8465.17,..
    UKL15: Central Valleys,Small regions (TL3) - predominantly urban,4618.1,5323.87,5333.66,5761.73,5774.73,6178.37,6204.05,6196.97,6313.63,6510.91,6351.16,6518.68,6781.79,..
    UKL16: Gwent Valleys,,4961.5,5192.02,5208.04,5779.4,5988.67,6692.79,6492.65,6481.67,6448.03,6634.85,6769.76,6947.88,7275.39,..
    UKL17: Bridgend and Neath Port Talbot,,4510.78,4960.39,5113.82,5406.48,6009.71,6464.95,6827.91,6972.66,6594.2,6747.53,6955.81,6928.52,7029.39,..
    UKL18: Swansea,,4723.62,5097.59,5324.93,5823.59,6181.57,6534.37,6361.31,6316.31,6390.91,6172.89,6360.79,6384.76,6741.59,..
    UKL21: Monmouthshire and Newport,,5973.83,5861.96,6630,7431.92,7705.48,8487.03,7940.83,7918.82,7739.99,7304.46,7613.38,7570.71,7701.46,..
    UKL22: Cardiff and Vale of Glamorgan,,12208.8,12760.9,13807.8,14853.2,15335.6,16313.7,17653,17169.1,16595.5,15812.9,16777.7,17059.9,17697.3,..
    UKL23: Flintshire and Wrexham,,6492.52,6722.55,6853.32,7373.6,7726.53,8602.73,8393.61,7927.35,8107.92,7895.19,8543.6,8819.59,9043.99,..
    UKL24: Powys,Small regions (TL3) - predominantly rural close to a city,2450.35,2724.3,2922.43,3170.72,3016.26,3125.68,3347.42,3102.75,2861.13,2853.86,3018.41,3248.05,3165.8,..
  UKM: Scotland,Large regions (TL2),132855,138870,144574,155598,162853,177201,178047,184341,182554,174393,178883,183651,188301,..
    UKM21: Angus and Dundee City,Small regions (TL3) - predominantly urban,5889.77,6266.42,6520.08,6884.03,6965.45,7639.75,7721.36,7872.79,7622.39,7582.92,7525.17,7688.5,7879.93,..
    UKM22: Clackmannanshire and Fife,Small regions (TL3) - intermediate,7858.99,8137.26,8547.46,8971.33,8738.37,9930.61,10180.5,10317.5,10140.8,9636.8,9457.78,9644.1,10132.5,..
    UKM23: East Lothian and Midlothian,,2917.16,3121.63,3309.76,3593.13,3542.35,4218.6,4045.59,4111.99,3889.32,3682.81,3857.21,3899.92,4238.21,..
    UKM24: Scottish Borders,Small regions (TL3) - predominantly rural close to a city,2101.57,2132.76,2144.28,2382.46,2372.67,2652.2,2666.53,2775.42,2582.24,2597.93,2704.06,2778.51,2812.08,..
    UKM25: Edinburgh City Of,Small regions (TL3) - predominantly urban,19296.9,21283,22168.6,23842.2,24929.7,27470.7,28369.3,27917.9,29305.1,26755.1,27640.4,29156.6,29889.4,..
    UKM26: Falkirk,,3172.93,3497.58,3512.15,4234.69,4319.21,4855.83,4702.29,4686.51,4346.29,4164.09,3932.59,4095.15,4170.69,..
    UKM27: Perth & Kinross and Stirling,Small regions (TL3) - intermediate,5317.43,5600.04,5738.44,6337.9,6565.62,7210.77,7444.85,7422.73,7773.59,7392.99,7291.01,7893.42,7953.89,..
    UKM28: West Lothian,Small regions (TL3) - predominantly urban,4578.75,4571.97,4925.39,5305.74,5259.16,5594.53,5663.14,5931.02,5614.73,5488.8,5629.44,5737.73,5601.65,..
"    UKM31: East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",,3714.87,3921.63,4227.5,4079.16,4240.29,4848.72,4942.5,5114.42,4835.18,4587.42,4732.9,4774.45,4839.54,..
    UKM32: Dumfries & Galloway,Small regions (TL3) - predominantly rural close to a city,3124.64,3128.75,3041.08,3333.32,3430.11,3823.44,3834.76,3769.33,3719.63,3686.03,3817.11,3706.29,3744.61,..
    UKM33: East Ayrshire and North Ayrshire mainland,Small regions (TL3) - intermediate,4619.89,4477.54,4623.55,4938.12,5273.19,5537.57,5215.55,5213.3,5119.11,5083.18,5015.17,5055.21,4993.89,..
    UKM34: Glasgow City,Small regions (TL3) - predominantly urban,21715.1,22252.3,23655.1,25726.3,28119.6,28928.5,28670,30393.3,30625.6,28425.9,29488,30311.9,30960.2,..
"    UKM35: Inverclyde, East Renfrewshire and Renfrewshire",,7885.82,8103.4,8264.82,8518.87,9087.35,9594.19,9326.81,9666.25,9245.32,8967.19,8912.48,8521.08,8841.4,..
    UKM36: North Lanarkshire,,5803.92,6234.34,6424.12,7048.4,7772.12,8524.41,8675.29,8694.51,8603.54,8228.38,8205.19,8401.68,8687.05,..
    UKM37: South Ayrshire,Small regions (TL3) - intermediate,2709.69,2713.61,2658.98,2992.21,3079.39,3376.66,3333.6,3581.8,3425.62,3434.93,3307.1,3331.95,3455.21,..
    UKM38: South Lanarkshire,Small regions (TL3) - predominantly urban,6524.72,6401.83,6970.22,7492.01,8080.76,8851.93,8341.76,8183.07,8032.32,7376.89,7634.23,7698.18,8232.04,..
    UKM50: Aberdeen City and Aberdeenshire,Small regions (TL3) - intermediate,16242,17306.1,17539.8,18328,18890.2,21415.2,22291.4,25263.5,24518.7,24464.6,26358.9,27710.9,28254.2,..
    UKM61: Caithness & Sutherland and Ross & Cromarty,Small regions (TL3) - predominantly rural remote,1613.29,1623.17,1770.91,2060.79,2032.47,2169.82,2265.6,2345.81,2125.26,2169.77,2147.53,2066.94,2120.72,..
"    UKM62: Inverness & Nairn and Moray, Badenoch & Strathspey",Small regions (TL3) - intermediate,4110.14,4438.34,4663.68,5111.32,5597.61,5756.51,5784.11,6174.81,6199.39,5978.13,6394.47,6336.35,6510.06,..
"    UKM63: Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",Small regions (TL3) - predominantly rural remote,2142.71,2025.85,2201.86,2440.78,2539.27,2791.04,2569.75,2886.24,2820.8,2699.33,2805.1,2791.42,2853.88,..
    UKM64: Eilean Siar (Western Isles),,490.07,511.36,581,692.82,694.44,733.36,703.35,702.38,690.5,622.92,665.59,676.07,672.07,..
    UKM65: Orkney Islands,,411.37,470.38,427.46,507.24,522.58,512.64,528.81,531.9,544.34,563.37,567.76,592.17,619.01,..
    UKM66: Shetland Islands,,611.69,652.12,657.77,775.89,799.66,760.06,770.75,785.92,772.82,806.42,795.5,785.79,842.5,..
  UKN: Northern Ireland,Large regions (TL2),38323.8,39300.1,43047.9,45443.4,47770.8,51931.4,54065.1,53155.8,51795.9,50612.9,51260,52349.6,52802.4,..
    UKN01: Belfast,Small regions (TL3) - predominantly urban,11182.2,11440.6,12687.7,12962.1,13664.3,14654.7,16038.9,15812.1,15696.7,15365.4,15722.3,16080.5,16557.3,..
    UKN02: Outer Belfast,,6891.37,7036.13,7430.83,8059.35,8359.59,9101.13,9363.1,9284.37,9129.39,8836.81,8712,8798.61,8987.72,..
    UKN03: East of Northern Ireland (UK),Small regions (TL3) - intermediate,8626.29,8728.8,9597.79,10309.3,10811.2,11815.6,11843,11735.9,11242.9,10625.1,10795.4,11123.7,10955.7,..
    UKN04: North of Northern Ireland (UK),,4974.02,5159.95,5462.77,5767.03,6046.54,6666.09,6833.09,6694.77,6528.68,6372.49,6323.9,6454.14,6481.12,..
    UKN05: West and South of Northern Ireland (UK),Small regions (TL3) - predominantly rural close to a city,6649.92,6936.36,7868.76,8345.67,8889.19,9693.87,9986.96,9627.04,9198.27,9417.89,9707.98,9892.59,9818.96,..
USA: United States,Country,10562000,10916900,11446500,12207000,13022500,13781300,14399600,14635300,14329600,14869500,15416900,16060700,16665200,17316300
  US01: Alabama,Large regions (TL2),124885,130180,136270,148769,157914,165131,170431,173712,169385,176355,182395,186960,194671,199440
  US02: Alaska,,28942,29808,32125,35510,40277,44867,49365,54853,49655,52673,56939,57941,57276,57080
  US04: Arizona,,172634,179892,192663,204659,227047,248075,262280,259238,243300,248542,256972,267493,274734,284156
  US05: Arkansas,,71128,74243,78882,85315,90112,95727,99641,103228,101003,106043,110850,114090,118553,121395
  US06: California,,1394860,1449540,1535200,1643910,1760510,1868970,1952230,1994480,1915680,1966590,2033990,2125140,2212990,2311620
  US08: Colorado,,185264,189464,195704,205347,222415,233142,245312,256091,250285,258237,266627,276816,288338,306663
  US09: Connecticut,,172336,174856,181750,198921,208154,220994,235143,231745,227003,232470,233960,239878,246897,253036
  US10: Delaware,,43314,43046,46092,50618,52901,55826,57132,54719,56236,57539,59275,59104,60816,62756
  US11: District of Columbia,,65400,69608,73846,79564,83968,88502,93813,98849,99255,104172,108217,109937,111695,115473
  US12: Florida,,519024,550486,585729,637113,700222,748021,773992,754780,722825,730896,736890,766259,800697,839944
  US13: Georgia,,316351,323644,335367,353025,376626,393920,411469,412155,406139,412194,424494,438801,456483,476483
  US15: Hawaii,,42789,45185,48559,53306,58123,61684,64967,66728,65275,67740,70058,72653,75095,77389
  US16: Idaho,,37812,39185,41125,44445,47990,51821,55092,56220,54199,55658,57050,58353,61117,63952
  US17: Illinois,,503969,514227,531957,561117,588847,623535,648221,647589,641880,655006,680395,710348,724795,745875
  US18: Indiana,,207104,214788,225933,240428,247048,258525,271497,275278,263430,282954,291357,300304,311188,317840
  US19: Iowa,,96093,100359,106935,118710,124021,128346,137266,136943,137571,142344,150289,159660,166787,170613
  US20: Kansas,,90269,92953,97651,101343,106864,113738,122349,126152,122029,127947,136613,140441,142449,147075
  US21: Kentucky,,118975,123928,128804,135994,144174,152394,155593,159429,156514,166181,172869,178682,183582,188602
  US22: Louisiana,,140264,141797,157562,172623,200436,207944,209774,218847,210791,233155,241845,250689,246660,251397
  US23: Maine,,38317,40050,41858,44617,46052,48175,49345,50166,50487,51681,52007,53180,54609,55838
  US24: Maryland,,206296,218525,229840,247461,264729,278216,290381,298430,303674,314354,323148,330518,339409,348631
  US25: Massachusetts,,296348,302972,315339,329640,344145,359256,377939,384595,381628,398147,412653,428350,441467,459937
  US26: Michigan,,351014,365288,377462,383545,396268,397295,402425,387517,366387,386586,398912,415145,434674,451516
  US27: Minnesota,,198343,206098,218061,231904,244800,251221,259388,265497,259935,272995,285452,295716,307270,316204
  US28: Mississippi,,67662,69443,73982,78169,82274,87302,91975,94968,92442,95539,97760,103414,104095,104851
  US29: Missouri,,191750,196807,205338,215895,225268,234124,241716,249633,249783,256212,257985,266672,276715,284462
  US30: Montana (US),,23063,23941,25788,27979,30425,32635,35683,36648,35442,37343,40193,41941,43006,44269
  US31: Nebraska,,60217,62305,67656,71322,74415,78581,82890,85744,87172,91837,98997,102823,109364,112159
  US32: Nevada,,80134,84643,90419,103446,116764,125387,131544,128760,119087,119529,122420,124938,127989,132064
  US33: New Hampshire,,45163,47510,50276,53148,56123,58492,59990,60004,60654,62868,64246,66490,68701,71552
  US34: New Jersey,,373205,388030,404905,423953,444973,466524,482149,494007,484804,494148,498918,523275,537396,549099
  US35: New Mexico,,56889,58845,63576,70121,74063,77536,80525,84193,81129,83968,86737,88212,90828,92959
  US36: New York,,864377,879623,898559,954249,1024330,1083190,1128480,1109710,1142960,1199370,1234070,1302530,1341590,1404520
  US37: North Carolina,,291540,301781,313917,332598,357711,386354,395593,407119,410488,422107,433311,445720,467075,483126
  US38: North Dakota,,19002,20322,22295,23396,24709,26491,28696,31913,31994,35305,40482,49308,51048,55136
  US39: Ohio,,396626,411997,426295,450842,468197,482227,494307,493679,477591,494395,520398,542097,562845,583261
  US40: Oklahoma,,97682,99532,106105,114160,125106,136804,144254,157524,143500,152122,162118,169346,176398,183501
  US41: Oregon,,117362,121998,128009,142516,147583,163033,170516,180094,180612,191521,200854,203352,204867,215677
  US42: Pennsylvania,,428099,440514,458434,481879,505091,529969,553126,565988,566495,585650,602686,619417,640294,662890
  US44: Rhode Island,,36117,38231,40672,43513,45250,47659,47958,47450,47854,49337,49932,51346,53300,54960
  US45: South Carolina,,121361,126044,132485,136875,144754,152802,161106,163211,161565,165353,171550,176320,182400,190304
  US46: South Dakota,,24399,27334,28733,30789,31552,32455,35275,37494,36890,38718,42362,43177,44673,45867
  US47: Tennessee,,188482,197724,206546,220543,228730,239425,243410,250519,248024,253671,264052,280169,290125,300604
  US48: Texas,,787653,801155,844435,922770,999641,1094060,1179070,1242320,1168880,1247570,1350770,1449330,1557190,1648040
  US49: Utah,,74191,76711,80130,86495,94876,106308,116138,116706,113943,118491,124737,128050,134974,141410
  US50: Vermont,,19172,20073,21232,22538,23483,24251,24792,25348,25302,26469,27622,28348,28838,29613
  US51: Virginia,,284595,292387,309648,330412,358730,378445,392659,399994,410342,424232,432206,444617,454984,463613
  US53: Washington,,240894,249942,260027,271676,296731,315723,343482,353744,350996,362521,372444,390643,407160,427052
  US54: West Virginia,,43700,45086,46471,49409,53331,56748,58579,62165,63053,66230,69892,68722,70595,75337
  US55: Wisconsin,,188164,195546,204649,216716,226963,236444,243935,245513,246106,254348,263800,273091,284728,292891
  US56: Wyoming,,18809,19268,21251,23705,27748,33049,36739,43647,37889,40237,43067,40877,41782,44190
  BRA: Brazil,Country,1580740,1647660,1699850,1846240,1965600,2106170,2293850,2459550,2470350,2688610,2816320,2895120,..,..
    BR01: Acre,Large regions (TL2),3004.75,3198.1,3304.59,3746.99,4103.7,4297.36,4965.05,5459.08,5632.84,6044.96,5978.19,6347.27,..,..
    BR02: Amapá,,3401.42,3669.8,3433.92,3657.42,3992.33,4675.48,5190.56,5487.24,5646.53,5894.81,6096.24,6868.21,..,..
    BR03: Amazonas,,21912.4,24295.4,24975.8,28826.4,30530.8,34805.4,36220.4,37979.8,37835.5,42631.1,43883.2,42265.7,..,..
    BR04: Pará,,27097.3,28607.9,29752.9,33818,35811.8,39438.9,42670.9,47466.9,44536.8,55516.4,60072.1,59990.1,..,..
    BR05: Rondônia,,7949.97,8673.96,9750.28,10708,11794.2,11650.8,12931.1,14509.5,15432,16802.1,18924.3,19354.4,..,..
    BR06: Roraima,,2468.15,2578.42,2736.85,2673.16,2910.35,3253.34,3592.97,3965.92,4265.56,4521.75,4725.25,4821.04,..,..
    BR07: Tocantins,,5879.51,6251.56,7240.75,7871.68,8294.45,8537.34,9562.12,10618.1,11112,12294.7,12276.2,12873.3,..,..
    BR08: Alagoas,,10304.2,10940.1,11208.9,12258.1,12943.3,13998,15336.2,15798.5,16193.6,17525.3,19401,19474.9,..,..
    BR09: Bahia,,62028.2,67644.4,68143.2,75203.1,83228.4,85794.5,94510.4,98559.5,104532,110067,108675,110560,..,..
    BR10: Ceará,,29781.7,32217,32563.7,35057.5,37472.5,41157.5,43381.3,48748.8,50105.2,55529.1,59808.3,59411.8,..,..
    BR11: Maranhão,,16290.9,17224.2,18482.3,20544.6,23191.5,25439.7,27241.7,31217.6,30392.9,32273.9,35475.6,38772,..,..
    BR12: Paraíba,,13169.7,13862.8,14157.1,14285.4,15441.7,17734.2,19136,20843.6,21900.6,22782.8,24093.8,25530.3,..,..
    BR13: Pernambuco,,36716.1,39302.5,39306.3,41851.6,45698.8,49326.4,53659,57137.6,59808.8,67881.7,70964.4,77346.7,..,..
    BR14: Piauí,,7857.53,8278.41,8776.56,9335.09,10187.8,11367.3,12183.9,13595,14514.2,15732,16727.1,16954.2,..,..
    BR15: Rio Grande Do Norte,,12556.4,13599.3,13514.4,14816,16357.9,18270.4,19759.9,20669.1,21280.1,23062.2,24542,26065.9,..,..
    BR16: Sergipe,,9734.63,10541,10873.2,11570.5,12291.6,13443.5,14562.6,15859.3,15074.3,17067,17809.4,18340.1,..,..
    BR17: Espírito Santo,,29540,29830.9,31062,38244.2,43228,46912.5,52007.7,56674.7,50913,58564.5,66409.6,70747.6,..,..
    BR18: Minas Gerais,,135132,142467,148815,168625,176344,190889,207974,229165,218906,250585,262499,266008,..,..
    BR19: Rio De Janeiro,,184642,191066,188005,212007,226122,244730,255788,278370,269865,290336,314312,332366,..,..
    BR20: São Paulo,,562642,570545,579815,611916,665488,713457,778122,813588,826920,889713,917333,928702,..,..
    BR21: Paraná,,92762.6,98567,109453,116427,115961,121433,139270,145408,144886,154958,162715,168698,..,..
    BR22: Rio Grande Do Sul,,112061,117610,124544,131068,132019,139399,152227,161818,164616,180056,179211,183023,..,..
    BR23: Santa Catarina,,59178.3,62136.7,66844.9,73595.8,78099.3,82795.5,90175.9,99999.5,98989.3,108742,114916,116854,..,..
    BR24: Distrito Federal (BR),,62547.2,62589.4,63101.4,67254.1,73714.8,79668.3,86144.5,95367.6,100271,106905,111811,112873,..,..
    BR25: Goiás,,36314.5,41715.9,42834,45664.9,46259.7,50716.4,56205.5,61055.6,65289.6,69585.5,75637.6,81688.1,..,..
    BR26: Mato Grosso,,19799.6,23347.6,27887.1,35147.7,34296.7,31339.5,36792.6,43304.1,43692.1,42503.3,48548,53280.5,..,..
    BR27: Mato Grosso Do Sul,,15965.3,16895,19272.6,20069.7,19819.4,21636.2,24238.2,26883.5,27734,31031.8,33473.7,35905.8,..,..
  CHN: China,Country,..,..,..,5903670,6919800,8006730,9267760,10447400,11608600,13181300,14874800,16407100,18018200,..
    CN01: Beijing,Large regions (TL2),..,..,..,213488,240923,273082,326228,348389,386199,425671,463608,508799,562430,..
    CN02: Tianjin,,..,..,..,109592,129364,150914,174026,210601,239029,278213,322555,366924,410217,..
    CN03: Hebei,,..,..,..,298645,353220,400043,450815,501880,547709,615098,699344,756252,807905,..
    CN04: Shanxi,,..,..,..,125810,146224,163793,199592,229294,233832,277501,320566,344698,359749,..
    CN05: Inner Mongolia,,..,..,..,107129,136289,168199,212802,266305,309525,352032,409634,451918,480503,..
    CN06: Liaoning,,..,..,..,235038,280201,320090,369877,428429,483422,556678,634046,707061,772975,..
    CN07: Jilin,,..,..,..,109981,126658,148512,175084,201420,231304,261417,301490,339758,370575,..
    CN08: Heilongjiang,,..,..,..,167352,192824,215430,235358,260606,272877,312721,358918,389625,410583,..
    CN09: Shanghai,,..,..,..,284385,320266,360114,413931,441007,478146,517732,547582,574316,619731,..
    CN10: Jiangsu,,..,..,..,528539,640438,751922,862001,971101,1094980,1249410,1400930,1538350,1697260,..
    CN11: Zhejiang,,..,..,..,410354,470134,546875,621318,672728,730587,836115,921937,986480,1072450,..
    CN12: Anhui,,..,..,..,167659,188053,212987,243870,277447,319776,372762,436471,489808,546198,..
    CN13: Fujian,,..,..,..,203028,229819,263471,306407,339237,388852,444477,500927,560659,621161,..
    CN14: Jiangxi,,..,..,..,121771,141929,162248,192164,218501,243266,285053,333838,368490,409313,..
    CN15: Shandong,,..,..,..,529181,647827,766939,853998,969575,1077170,1181380,1294010,1423240,1568780,..
    CN16: Henan,,..,..,..,301328,370409,429468,497368,564774,619050,696474,768243,842315,914374,..
    CN17: Hubei,,..,..,..,198445,228112,263365,309219,355094,411877,481589,560036,633187,704197,..
    CN18: Hunan,,..,..,..,198751,227804,260849,312737,362181,415010,483711,561100,630449,699364,..
    CN19: Guangdong,,..,..,..,664553,782511,908748,1052780,1153360,1254680,1387770,1517890,1624000,1774560,..
    CN20: Guangxi,,..,..,..,120954,142593,167736,192932,220067,246570,288630,334353,370943,410441,..
    CN21: Hainan,,..,..,..,28143.2,31297.2,35845.2,41551.1,47112,52567.4,62266.1,71962.2,81260.8,90256.7,..
    CN22: Chongqing,,..,..,..,94860.9,107423,119923,154922,181597,207510,239038,285587,324686,363101,..
    CN23: Sichuan,,..,..,..,224738,258374,300066,349936,394974,449699,518320,599814,679354,749651,..
    CN24: Guizhou,,..,..,..,59104.6,69238.9,78887.8,95551.6,111634,124337,138803,162652,194995,229702,..
    CN25: Yunnan,,..,..,..,108568,121502,138306,158115,178414,196062,217884,253688,293379,336090,..
    CN26: Tibet,,..,..,..,7762.02,8788.78,10109.3,11311.7,12376.2,14025.5,15305.2,17282.1,19949.4,23168.6,..
    CN27: Shaanxi,,..,..,..,111868,128596,157021,190741,229269,259620,305328,356930,411312,460306,..
    CN28: Gansu,,..,..,..,59481.2,67661.8,79089.6,89531.4,99261,107650,124283,143213,160789,179819,..
    CN29: Qinghai,,..,..,..,16419.5,19008.5,22215.4,26416.5,31927.7,34360.6,40729.5,47651.5,53885,60275.7,..
    CN30: Ningxia,,..,..,..,18922.8,21204.7,24690.9,30450.4,37735.7,43005.4,50960.5,59968.3,66626.7,73214.3,..
    CN31: Xinjiang,,..,..,..,77820.6,91109.6,105788,116724,131119,135916,163996,188560,213581,239842,..
  COL: Colombia,Country,277047,288351,305638,330762,357438,393101,431380,455406,466491,489829,533513,564820,..,..
    CO05: Antioquia,Large regions (TL2),38415.1,39921.1,41800.2,46633.8,50197,54236.8,59941.8,61312.2,62587.7,64565.1,69263.6,74024.7,78427.2,..
    CO08: Atlántico,,11681.8,12020.8,12369.4,13280.5,14493.8,15861.4,17934.8,18299.3,18813.2,18694.3,19408.6,21286,22989.2,..
    CO11: Bogotá Capital District,,73531.7,77250.4,81085.5,87066.4,93386.2,102596,112168,116287,121269,124657,131424,139652,148256,..
    CO13: Bolívar,,9685.97,10014.4,12251.5,13539.5,14251,15937.1,17770.7,18195.9,18056.1,19420.3,22135.1,22576.1,26117.3,..
    CO15: Boyacá,,7384.69,7835.17,8286.65,8510.82,9197.71,10025.7,11712.4,12739.6,13008,13446,15573.5,16170.3,17017.9,..
    CO17: Caldas,,4795.14,5163.5,5431.66,5663.85,6186.1,6728.53,7263.19,7454.03,7453.36,7667.96,7806.11,8016.83,8552.94,..
    CO18: Caquetá,,1253.68,1264.72,1420.76,1479.91,1589.87,1692.63,1842.32,1946.51,2075.26,2098.06,2148.19,2477.62,2709.43,..
    CO19: Cauca,,3872.67,4175,4271.26,4833.08,5137.39,5630.83,5929.24,6214.22,6647.29,7181.5,7641.73,8373.32,9636.55,..
    CO20: Cesar,,4176.89,4555.82,5126.41,5914.26,6636.89,7310.15,7678.49,9015.41,9509.2,9545.31,11004.3,11466.3,10932.5,..
    CO23: Córdoba (CO),,5447.74,5571.36,6368.73,7309.27,7574.21,8617.76,10273.3,8690.04,8703.13,9151.64,9036.85,9993.66,10265,..
    CO25: Cundinamarca,,15314,15751.5,16729.3,17427.9,18785.3,19924.5,21837.6,22952.1,23932.5,24707.4,27077.8,28960.7,29577.1,..
    CO27: Chocó,,931.06,949.72,1117.76,1264.96,1354.49,1447.9,1508.08,1644.86,1977.27,2501.63,2839.29,2846.84,2527.56,..
    CO41: Huila,,4866.29,5214.04,5195.99,6191.54,6582.25,6942.54,7503.36,8416.85,8353.71,9049.85,9978.4,10185.5,10976.5,..
    CO44: La Guajira,,3087.59,2731.61,3175.95,3587.46,4252.61,4634.51,4624.31,5865.14,5970.64,5914.92,6576.24,6786.93,6554.92,..
    CO47: Magdalena,,3915.6,4076.26,4194.95,4444.03,4951.4,5209.98,5719.09,6146.87,6539.14,6597.76,6813.78,7257.16,7813.62,..
    CO50: Meta,,5184,5446.77,5882.8,6891.2,7833.76,9308.95,10036.2,13860.8,14913.2,20424.8,29565.1,32153,34596.7,..
    CO52: Nariño,,4168.3,4440.64,4864.93,5334.98,5627.07,6410.08,6843.89,6979.73,7268.48,7504,7751.89,8363.98,9087.55,..
    CO54: Norte de Santander,,4851.57,5237.55,5393.5,5615.49,5772.08,6600.54,7194.14,7811.65,8315.81,8353.5,8680.54,8964.08,9683.07,..
    CO63: Quindio,,2735.53,2721.04,2554.23,2563.24,2867.65,3325.87,3554.54,3573.34,3694.79,3790.74,3959,4374.67,4485.83,..
    CO66: Risaralda,,4357.21,4484.13,4710.06,5214.61,5772.08,6424.41,6734.81,6906.69,7184.36,7349.96,7436.89,7808.02,8563.09,..
    CO68: Santander,,16565.3,17461.6,18778.5,21377.5,24326.2,27332.9,30585.9,33288,31607.7,35533.7,39995.4,40973.7,44853.3,..
    CO70: Sucre,,2317.22,2330.8,2378.04,2626.65,2782.53,3151.79,3380.42,3555.32,3830.67,3802.45,4024.41,4398.43,4745.53,..
    CO73: Tolima,,6949.22,6914.84,7040.96,7661.78,8164.76,9154.33,10164.3,11030.2,10889.3,10983,11710.9,12293.9,13001.5,..
    CO76: Valle del Cauca,,30271.1,31472.3,32670.8,34618.3,36261.2,40328.2,44774,45535.2,47499.8,48963.4,49693.2,52376.3,55516.7,..
    CO81: Arauca,,1630.28,2433.06,2811.22,2474.04,3506.54,3859.36,4121.95,5319.7,4519.34,4620.41,5169.94,4986.64,4731.14,..
